#        1          2            3       4       5         6         7         8          9        10
#       RA         Dec        E(V-I)  -sigma  +sigma    (V-I)_RC  (V-I)_0  E(V-I)peak E(V-I)_SFD   box
#      [hr]       [deg]       median  [-34%]  [+34%]     median    [mag]      mode      [mag]    [arcmin]
    5.844450   -71.209152     0.174    0.052   0.062      1.058    0.884     0.175      0.173      3.4
    5.723612   -68.850052     0.187    0.086   0.117      1.073    0.886     0.211      1.725      3.4
    5.066020   -69.068192     0.105    0.071   0.090      0.989    0.885     0.104      1.034      3.4
    0.749117   -73.697746     0.052    0.048   0.043      0.919    0.867     0.065      0.149      3.4
    5.138552   -71.301178     0.127    0.054   0.065      1.011    0.884     0.137      0.252      3.4
    0.959602   -71.665955     0.043    0.036   0.026      0.906    0.864     0.045      0.136      3.4
    4.957224   -69.389069     0.162    0.074   0.085      1.045    0.884     0.165      0.680      3.4
    0.931856   -73.295021     0.059    0.067   0.057      0.929    0.870     0.073      0.214      3.4
    5.073248   -68.608444     0.108    0.055   0.053      0.992    0.884     0.112      0.476      3.4
    0.775271   -73.741676     0.019    0.047   0.037      0.885    0.866     0.027      0.122      3.4
    5.224119   -67.464714     0.235    0.138   0.203      1.119    0.884     0.189      1.313      3.4
    5.073552   -70.438446     0.082    0.039   0.045      0.966    0.885     0.086      0.174      3.4
    5.825642   -71.133446     0.153    0.059   0.040      1.037    0.884     0.181      0.181      3.4
    5.118100   -70.967514     0.100    0.056   0.045      0.984    0.884     0.109      0.211      3.4
    4.951538   -69.464256     0.153    0.055   0.061      1.036    0.884     0.158      0.698      3.4
    5.358088   -70.222961     0.099    0.062   0.080      0.987    0.887     0.099      0.526      3.4
    5.692870   -69.784668     0.206    0.090   0.132      1.093    0.887     0.175      2.922      3.4
    5.523365   -69.029625     0.138    0.070   0.085      1.026    0.888     0.150      1.005      3.4
    5.290408   -70.797081     0.071    0.047   0.049      0.957    0.886     0.073      0.206      3.4
    5.245278   -70.558846     0.091    0.039   0.053      0.977    0.886     0.092      0.308      3.4
    5.290511   -67.330505     0.129    0.055   0.074      1.013    0.884     0.124      0.426      3.4
    5.266805   -69.598175     0.052    0.056   0.059      0.939    0.887     0.060      0.445      3.4
    5.442476   -71.799721     0.104    0.038   0.043      0.988    0.885     0.100      0.241      3.4
    5.095351   -66.843925     0.110    0.066   0.092      0.992    0.882     0.107      0.456      3.4
    5.695035   -70.670677     0.257    0.097   0.113      1.143    0.886     0.260      0.870      3.4
    5.055974   -70.384674     0.082    0.048   0.036      0.967    0.884     0.094      0.131      3.4
    5.114471   -68.216866     0.107    0.064   0.084      0.991    0.884     0.090      0.735      3.4
    5.153436   -68.335014     0.109    0.055   0.058      0.994    0.885     0.115      0.708      3.4
    5.496771   -69.514984     0.087    0.062   0.068      0.976    0.889     0.093      0.343      3.4
    5.047263   -70.152924     0.085    0.048   0.053      0.969    0.884     0.089      0.211      3.4
    5.112566   -66.320564     0.105    0.049   0.056      0.986    0.881     0.117      0.164      3.4
    5.636260   -69.022697     0.233    0.135   0.154      1.120    0.887     0.228     20.160      3.4
    5.789872   -69.161140     0.205    0.081   0.122      1.091    0.886     0.206      1.164      3.4
    5.125610   -68.345932     0.101    0.054   0.059      0.986    0.885     0.109      0.788      3.4
    5.533465   -71.242294     0.098    0.044   0.061      0.984    0.886     0.099      0.896      3.4
    5.386069   -68.962570     0.235    0.092   0.118      1.122    0.888     0.217      1.468      3.4
    5.207759   -69.499702     0.125    0.060   0.069      1.011    0.886     0.133      1.195      3.4
    5.711915   -71.097343     0.272    0.078   0.078      1.157    0.885     0.285      0.626      3.4
    5.612211   -70.936317     0.133    0.058   0.067      1.019    0.886     0.134      0.453      3.4
    0.920107   -73.674294     0.043    0.040   0.034      0.909    0.866     0.044      0.130      3.4
    4.943651   -69.730995     0.112    0.047   0.047      0.996    0.883     0.116      0.182      3.4
    5.301925   -71.741165     0.101    0.034   0.043      0.985    0.884     0.088      0.147      3.4
    5.295809   -68.059479     0.139    0.059   0.059      1.025    0.886     0.157      0.534      3.4
    5.289145   -70.119774     0.113    0.052   0.052      1.000    0.887     0.120      0.514      3.4
    5.565946   -70.471741     0.084    0.060   0.056      0.971    0.887     0.095      0.299      3.4
    5.270985   -68.165039     0.162    0.076   0.084      1.048    0.886     0.156      0.673      3.4
    4.967832   -66.994011     0.101    0.052   0.056      0.983    0.881     0.105      0.248      3.4
    5.153994   -68.015053     0.073    0.061   0.064      0.957    0.884     0.077      0.375      3.4
    5.287291   -68.214241     0.117    0.059   0.065      1.003    0.886     0.130      0.541      3.4
    0.844984   -72.936295     0.057    0.084   0.080      0.933    0.876     0.077      0.805      3.4
    5.780906   -70.483452     0.200    0.076   0.107      1.086    0.886     0.191      0.777      3.4
    5.398065   -70.635475     0.119    0.051   0.054      1.006    0.887     0.120      0.320      3.4
    5.101988   -71.068367     0.094    0.035   0.046      0.978    0.884     0.095      0.180      3.4
    5.508521   -70.112381     0.088    0.061   0.076      0.976    0.888     0.086      0.603      3.4
    5.308790   -69.221840     0.096    0.072   0.092      0.983    0.887     0.101      3.362      3.4
    5.162405   -68.565742     0.118    0.065   0.059      1.003    0.885     0.129      0.905      3.4
    5.363819   -68.571312     0.114    0.076   0.101      1.001    0.887     0.097      0.975      3.4
    0.822349   -74.055923     0.044    0.043   0.035      0.907    0.862     0.055      0.076      3.4
    4.959874   -70.068985     0.112    0.055   0.057      0.995    0.884     0.116      0.165      3.4
    5.619895   -69.995255     0.346    0.154   0.195      1.234    0.888     0.334      2.026      3.4
    4.934017   -68.881676     0.110    0.060   0.053      0.993    0.883     0.119      0.466      3.4
    5.014521   -66.622612     0.062    0.029   0.022      0.943    0.881     0.063      0.154      3.4
    5.289240   -68.661835     0.153    0.069   0.073      1.039    0.887     0.163      0.750      3.4
    0.912475   -72.757706     0.060    0.064   0.061      0.936    0.875     0.076      0.476      3.4
    5.387813   -71.124023     0.112    0.044   0.037      0.998    0.886     0.120      0.189      3.4
    5.475430   -67.190689     0.077    0.051   0.063      0.961    0.885     0.079      0.311      3.4
    1.094965   -72.060287     0.084    0.076   0.067      0.949    0.865     0.098      0.495      3.4
    5.596968   -71.085167     0.108    0.044   0.046      0.994    0.886     0.111      0.330      3.4
    5.657032   -72.401810     0.159    0.050   0.047      1.042    0.883     0.162      0.162      3.4
    5.720261   -68.517616     0.096    0.040   0.036      0.982    0.886     0.102      0.423      3.4
    5.082358   -70.196587     0.105    0.047   0.049      0.989    0.885     0.108      0.562      3.4
    5.760196   -70.485565     0.194    0.081   0.087      1.080    0.886     0.201      0.756      3.4
    5.261096   -70.033432     0.118    0.044   0.038      1.004    0.887     0.128      0.391      3.4
    5.106158   -68.587219     0.107    0.063   0.071      0.992    0.885     0.112      0.643      3.4
    5.561448   -71.563431     0.090    0.053   0.046      0.975    0.885     0.097      0.177      3.4
    5.609963   -68.909363     0.224    0.099   0.102      1.111    0.887     0.239      1.645      3.4
    0.599217   -73.761429     0.023    0.038   0.034      0.886    0.863     0.029      0.051      3.4
    5.320729   -67.594559     0.096    0.058   0.066      0.981    0.885     0.100      0.365      3.4
    5.225492   -69.805893     0.103    0.048   0.043      0.989    0.886     0.112      0.277      3.4
    5.679015   -70.963303     0.159    0.073   0.090      1.045    0.886     0.155      0.623      3.4
    1.176031   -72.444511     0.074    0.040   0.050      0.937    0.863     0.064      0.123      3.4
    0.699360   -73.078629     0.094    0.057   0.043      0.964    0.870     0.104      0.211      3.4
    5.334605   -71.723228     0.115    0.050   0.066      1.000    0.884     0.093      0.205      3.4
    5.083753   -71.015251     0.093    0.045   0.066      0.977    0.884     0.088      0.308      3.4
    5.086831   -70.913322     0.129    0.076   0.091      1.013    0.884     0.127      0.621      3.4
    4.857441   -69.545441     0.141    0.048   0.052      1.024    0.883     0.148      0.606      3.4
    5.432199   -69.448433     0.092    0.058   0.060      0.980    0.889     0.096      0.511      3.4
    5.376764   -68.990540     0.168    0.066   0.077      1.055    0.888     0.166      1.172      3.4
    5.019266   -70.185997     0.086    0.045   0.043      0.970    0.884     0.097      0.236      3.4
    0.665131   -73.038124     0.080    0.047   0.050      0.948    0.868     0.081      0.145      3.4
    5.261896   -71.937439     0.105    0.054   0.069      0.989    0.884     0.087      0.168      3.4
    5.835253   -71.100151     0.112    0.043   0.043      0.996    0.884     0.118      0.168      3.4
    5.097223   -68.483765     0.121    0.063   0.075      1.005    0.885     0.127      0.826      3.4
    1.026188   -72.134727     0.029    0.058   0.056      0.897    0.868     0.029      0.357      3.4
    5.744293   -71.822937     0.131    0.039   0.030      1.014    0.884     0.136      0.145      3.4
    0.629542   -73.280708     0.032    0.051   0.047      0.899    0.866     0.040      0.072      3.4
    5.663055   -70.433044     0.208    0.085   0.093      1.095    0.887     0.213      1.077      3.4
    5.743783   -70.818993     0.194    0.079   0.109      1.079    0.885     0.182      0.635      3.4
    1.058646   -73.134964     0.041    0.054   0.047      0.907    0.866     0.053      0.147      3.4
    0.779977   -73.086609     0.146    0.127   0.156      1.019    0.873     0.163      1.380      3.4
    5.173930   -68.821953     0.104    0.058   0.076      0.990    0.886     0.106      2.770      3.4
    0.958870   -72.448685     0.081    0.071   0.065      0.953    0.872     0.090      0.535      3.4
    5.010881   -69.672096     0.126    0.039   0.030      1.010    0.884     0.130      0.262      3.4
    5.346433   -70.647316     0.125    0.062   0.069      1.012    0.887     0.128      0.339      3.4
    5.451698   -70.018135     0.106    0.077   0.095      0.994    0.888     0.096      0.787      3.4
    5.065933   -68.658493     0.095    0.050   0.050      0.979    0.884     0.101      0.314      3.4
    5.008340   -67.672737     0.087    0.051   0.048      0.970    0.883     0.095      0.265      3.4
    5.126046   -69.011452     0.194    0.116   0.166      1.079    0.885     0.139      0.944      3.4
    5.410600   -68.558876     0.143    0.070   0.071      1.030    0.887     0.160      1.000      3.4
    0.995640   -72.351433     0.084    0.080   0.080      0.954    0.870     0.096      0.414      3.4
    5.292409   -68.328720     0.122    0.042   0.050      1.008    0.886     0.128      0.518      3.4
    5.636563   -71.950409     0.133    0.045   0.052      1.017    0.884     0.138      0.175      3.4
    5.003956   -70.502716     0.075    0.049   0.048      0.958    0.884     0.081      0.112      3.4
    5.664906   -70.084976     0.240    0.114   0.162      1.127    0.887     0.188      1.890      3.4
    0.813766   -72.735634     0.039    0.056   0.056      0.913    0.874     0.047      0.366      3.4
    5.104038   -70.493210     0.091    0.054   0.055      0.976    0.885     0.101      0.420      3.4
    1.111948   -73.141449     0.111    0.068   0.062      0.974    0.863     0.129      0.138      3.4
    4.962139   -67.787773     0.087    0.062   0.060      0.970    0.882     0.095      0.301      3.4
    5.511176   -68.534958     0.459    0.236   0.245      1.347    0.887     0.446      2.239      3.4
    0.910364   -73.784798     0.066    0.045   0.042      0.930    0.864     0.072      0.117      3.4
    5.069363   -66.442299     0.083    0.057   0.079      0.964    0.881     0.090      0.245      3.4
    5.230573   -69.856758     0.089    0.054   0.054      0.976    0.886     0.094      0.250      3.4
